Unnamed: 0,video_id,channelTitle,title,tags,publishedAt,viewCount,likeCount,commentCount,subscriberCount,duration,definition,thumbnail-url,hue,saturation,lightness,face_count,text_presence,lang,recognized_text
0,UVCDnufjmOE,DW News,Zelenskyy: Russia's Missile attack on Kyiv aimed to humiliate the United Nations | Ukraine latest,"['DW News', 'russia', 'donbass', 'russia war', 'russia vs ukraine', 'russia ukraine war', 'war update', 'kyiv', 'ukraine', 'russian army', 'russian military', 'war in ukraine', 'ukraine news', 'russian attack on ukraine', 'ukraine war', 'ukraine latest', 'putin', 'ukraine update', 'mariupol']",2022-04-29T09:58:15Z,850066,6706.0,3521.0,,PT18M21S,hd,https://i.ytimg.com/vi/UVCDnufjmOE/hqdefault.jpg,2.1113598346710205,0.3571012616157532,0.2477372288703918,0.0,1,['en'],"['dw', 'bombs', 'russia', 'kyiv']"
1,j4VmnCZPIko,DW Español,DW Noticias del 04 de mayo: Alto el fuego [Noticiero completo],,2022-05-04T23:43:59Z,315873,3337.0,464.0,,PT25M53S,hd,https://i.ytimg.com/vi/j4VmnCZPIko/hqdefault.jpg,355.4207458496094,0.2018375247716903,0.3053961992263794,0.0,1,['es'],"['completo', 'noticiero', 'dw', 'corredor', 'humanitario', 'azovstal', 'en']"
2,HoYsWagMFfE,ABN Telugu ,ABN Telugu News LIVE || Telugu News Live Updates | ABN Telugu,"['haryana election 2024', 'haryana election result 2024', 'jammu kashmir election 2024', 'haryana election result live', 'haryana elections 2024', 'haryana assembly elections 2024', 'assembly election 2024 result', 'haryana assembly election result jammu kashmir assembly election', 'jammu kashmir election', 'jammu kashmir elections', 'jammu and kashmir election', 'jammu kashmir election result', 'jammu and kashmir', 'jammu kashmir election results live', 'ap elections 2024 live', 'abn', 'abn live']",2024-05-15T09:21:45Z,81529446,41803.0,0.0,,P0D,sd,https://i.ytimg.com/vi/HoYsWagMFfE/hqdefault_live.jpg,337.5733337402344,0.1073084622621536,0.5591970682144165,0.0,1,"['et', 'en']","['hd', 'abn', 'live', 'lime']"
3,W-Q9AOp2FW8,FRONTLINE PBS | Official,"Money, Power and Wall Street, Part One (full documentary) | FRONTLINE",,2021-08-13T23:00:09Z,6462328,47018.0,4229.0,,PT53M19S,hd,https://i.ytimg.com/vi/W-Q9AOp2FW8/hqdefault.jpg,216.604248046875,0.2922509908676147,0.2838574349880218,0.0,1,['en'],"['full', 'film', 'money', 'power', 'wall', 'and', 'street', '1g', 'nall', 'part', 'st', 'pbs', 'frontline']"
4,zjWaXog1xDU,DW News,Ukraine says it repelled Russian forces at battle in Kyiv suburbs | Ukraine latest,"['kyiv live', 'kyiv', 'ukraine war', 'ukraine conflict', 'ukraine invasion', 'ukraine timeline', 'ukraine russia', 'russia invasion', 'war in ukraine', 'airstrikes', 'russia ukraine', 'russia-ukraine conflict', 'ukraine latest', 'ukraine news', 'russia ukraine war', 'kyiv news']",2022-03-22T08:26:48Z,1606657,11960.0,2707.0,,PT24M32S,hd,https://i.ytimg.com/vi/zjWaXog1xDU/hqdefault.jpg,22.084476470947266,0.1811984330415725,0.2832705080509186,0.0,1,['en'],"['dw', 'ukraine', 'gaining', 'is', 'around', 'territory', 'kyive']"
5,_ZDEWVJan0s,Bloomberg Originals,The Wild $50M Ride of the Flash Crash Trader,"['News', 'bloomberg', 'Quicktake', 'Businessweek', 'BW', 'Storylines', 'flash crash', 'hound of hounslow', 'documentary']",2020-11-24T15:34:12Z,4913478,76590.0,10116.0,,PT24M43S,hd,https://i.ytimg.com/vi/_ZDEWVJan0s/hqdefault.jpg,348.5316467285156,0.042082879692316,0.3470505475997925,0.0,1,['en'],"['flash', 'crash', 'cio']"
6,1r8w9BHzCSo,DW News,US says Russia is taking hundreds of casualties daily | Ukraine Update,['DW News'],2022-07-22T20:01:39Z,349701,4914.0,2096.0,,PT6M,hd,https://i.ytimg.com/vi/1r8w9BHzCSo/hqdefault.jpg,61.94343185424805,0.3075107038021087,0.2011671066284179,1.0,1,['en'],"['dw', 'will', 'new', 'weapons', 'the', 'tides', 'turn']"
7,tIY7jxd7GAY,FRONTLINE PBS | Official,The Trouble with Chicken (full documentary) | FRONTLINE,,2021-11-17T00:00:13Z,3162083,36346.0,5252.0,,PT53M18S,hd,https://i.ytimg.com/vi/tIY7jxd7GAY/hqdefault.jpg,315.115234375,0.1587514877319336,0.3871591091156006,0.0,1,['en'],"['full', 'film', 'the', 'trouble', 'with', 'chicken', 'pbs', 'frontline']"
8,N8_S8fbtGg0,NBC News,Morning News NOW Full Broadcast - May 12,['NBC News NOW'],2022-05-12T15:45:01Z,274688,832.0,189.0,,PT52M22S,hd,https://i.ytimg.com/vi/N8_S8fbtGg0/hqdefault.jpg,355.6641540527344,0.3442108631134033,0.3407606482505798,0.0,1,['en'],"['sson', 'goon', 'eson', 'vpower', 'fue', 'nbc', 'news']"
9,kXGS0Yu1lLQ,DW Español,Rusia cierra un poco más el grifo del gas a Europa,"['Rusia', 'Ucrania', 'guerra de Ucrania', 'gas', 'Gazprom', 'Nord Stream 1', 'gasoducto', 'Alemania', 'sanciones', 'Economía', 'DW Noticias']",2022-06-15T00:40:52Z,283906,4437.0,1190.0,,PT12M1S,hd,https://i.ytimg.com/vi/kXGS0Yu1lLQ/hqdefault.jpg,7.977905750274658,0.1759343147277832,0.3565123975276947,0.0,1,['es'],"['dw', 'russia', 'al', 'dia', 'ia', 'econom']"
10,T0NINJOuaf4,DW News,The German sauna culture – nudity and all | Meet the Germans,"['Germany', 'German', 'culture shock', 'German culture', 'learning German', 'sauna', 'nude sauna', 'nudity', 'german sauna', 'sauna german', 'sauna etiqutte']",2018-12-05T08:40:02Z,12168601,20933.0,1882.0,,PT2M53S,hd,https://i.ytimg.com/vi/T0NINJOuaf4/hqdefault.jpg,229.3027191162109,0.3421272337436676,0.4263415932655334,1.0,1,['en'],"['dw', 'meet', 'the', 'germans', 'euromexx']"
11,vcTvDZa_S4Q,CBS Sunday Morning,"Reese Witherspoon and Delia Owens on ""Where the Crawdads Sing""","['CBS Sunday Morning', 'CBS News', 'news', 'novel', 'writer', 'author', 'adaptation', 'film']",2022-07-10T13:58:00Z,369993,3757.0,244.0,,PT8M37S,hd,https://i.ytimg.com/vi/vcTvDZa_S4Q/hqdefault.jpg,268.5541687011719,0.1844207793474197,0.3663163781166076,1.0,1,['en'],"['sunday', 'morning']"
12,bf45I86gvA0,DW Español,DW Noticias 2 de febrero: La Unión Europea promete más integración de Ucrania en el bloque,['DW Noticias'],2023-02-03T02:11:37Z,181918,3173.0,456.0,,PT27M21S,hd,https://i.ytimg.com/vi/bf45I86gvA0/hqdefault.jpg,320.9194030761719,0.2776970267295837,0.3038866519927978,0.0,1,['es'],"['completo', 'noticiero', 'dw', 'ticias', 'visita', 'inedita', 'kiev']"
13,Bjz4hPLOAek,NBC News,Morning News NOW Full Broadcast - May 24,['NBC News NOW'],2022-05-24T15:25:50Z,210063,529.0,65.0,,PT49M21S,hd,https://i.ytimg.com/vi/Bjz4hPLOAek/hqdefault.jpg,62.89306640625,0.2816047370433807,0.1971146911382675,0.0,1,['en'],"['amb', 'mceornck', 'summerlee', 'congress', 'mccormi', 'lamb', 'senat', 'us', 'nbc', 'news', 'senete', 'vs', 'for']"
14,I4DSeKhIAEY,DW News,Moldova fears spill-over of Russia's war with Ukraine | DW News,"['DW News', 'moldova', 'russia moldova', 'trans dniester', 'moldova ukraine', 'ukriane moldova', 'moldova war']",2022-04-29T12:12:34Z,181722,2316.0,893.0,,PT3M4S,hd,https://i.ytimg.com/vi/I4DSeKhIAEY/hqdefault.jpg,19.98406410217285,0.2012296169996261,0.4137556552886963,0.0,1,['en'],"['dw', 'mykolaiv', 'kherson', 'transdniester', 'moldova', 'rising', 'tensions', 'moldova', 'in', 'crimea']"
15,y7CM9Swrx-U,CNN,"Jan. 6 panel asked for Alex Jones' phone records, according to attorney","['latest News', 'Happening Now', 'CNN', 'Alisyn Camerota', 'CNN Newsroom', 'Drew Griffin', 'Elie Honig', 'Harry Litman', 'Areva Martin', 'Alex Jones', 'Mark Bankston', 'Judge Maya Guerra Gamble', 'Andino Reynal', 'Alex Jones Trial', 'Alex Jones Defamation Trial', 'Sandy Hook', 'Sandy Hook Parents', 'Gun Violence', 'School Shooting', 'Infowars']",2022-08-04T18:33:01Z,218560,3879.0,2570.0,,PT8M41S,hd,https://i.ytimg.com/vi/y7CM9Swrx-U/hqdefault.jpg,274.1893615722656,0.4752742648124695,0.3218223750591278,1.0,1,['en'],['cnn']
17,KxeR0hxmsGw,ZDFheute Nachrichten,USA: Tödliche Waffen  - selbst gebaut und waffenscheinfrei I auslandsjournal,"['auslandsjournal usa', 'USA', 'amerika', 'waffen', 'ghostguns', 'geisterwaffen', 'freiheit', 'schusswaffen', 'pistole', 'biden', 'politik', 'waffenpolitik', 'auslandsjournal', 'zdf', 'zdf auslandsjournal', 'antje pieper', 'news', 'nachrichten', 'nachrichten ausland', 'zdfheute', 'zdf news', 'zdf nachrichten', 'zdf heute']",2022-05-22T07:00:04Z,312765,2396.0,564.0,,PT6M16S,hd,https://i.ytimg.com/vi/KxeR0hxmsGw/hqdefault.jpg,312.4832763671875,0.200744941830635,0.2039656192064285,0.0,1,['de'],"['2e', 'ghost', 'gunsi', 'waffen', 'zum', 'selberbauen', 'zdfheute']"
