Unnamed: 0,video_id,channelTitle,title,tags,publishedAt,viewCount,likeCount,commentCount,subscriberCount,duration,definition,thumbnail-url,hue,saturation,lightness,face_count,text_presence,lang,recognized_text
0,opuk-P9ZRE8,DW हिन्दी,सहारा रेगिस्तान में ट्रेन का रोमांचक सफर [Train Journey Through Sahara Desert],"['ट्रेन', 'sahara desert', 'sahara', 'sahara desert documentary', 'sahara desert crossing', 'sahara desert documentary in hindi', 'sahara desert facts', 'train india', 'life in sahara', 'life in sahara desert documentary', 'desert train', 'desert train india', 'railway', 'train travel', 'dw hindi radio', 'dw hindi app', 'africa documentary', 'africa desert', 'सहारा रेगिस्तान', 'रेगिस्तान', 'डीडब्ल्यू', 'ट्रेन का सफर', 'अफ्रीका', 'अफ्रीका का जंगल', 'रेगिस्तान में पानी', 'रेगिस्तान में जीवन', 'dw hindi', 'dw hindi video']",2019-01-25T05:00:07Z,291177,4349.0,137.0,,PT3M23S,hd,https://i.ytimg.com/vi/opuk-P9ZRE8/hqdefault.jpg,239.7899475097656,0.2305027246475219,0.3730651438236236,0.0,0,"['en', 'hi']","['dw', 'peotan', 'ert', 'feth', 'tart']"
1,pYuIFwb_x7M,ARD Reisen,Marokko – Von Marrakesch bis in die Wüste | ARD Reisen,"['marokko', 'marokko doku', 'marokko urlaub', 'auswandern marokko', 'in marokko', 'maroko', 'marocco', 'doku marokko', 'marokko reise', 'marokko hippies', 'marokko einreise', 'wdr reisen', 'reise', 'reisen', 'WDR', 'HR', 'Marakkesch', 'Djemaa el Fna', 'toras marokko', 'Ait Ben Haddou', 'Yves Saint Laurent Museum', 'Jardin Majorelle', 'Souk', 'marokko souk', 'marokko bazar', 'marrakesch', 'marracash', 'marrakech', 'marroko reise', 'marokko rundreisen erfahrungsberichte', 'marokko rundreise', 'marokko musik', 'Essaouira', 'Nordafrika', 'Afrika']",2022-07-20T16:00:13Z,253583,2382.0,405.0,,PT44M40S,hd,https://i.ytimg.com/vi/pYuIFwb_x7M/hqdefault.jpg,304.59625244140625,0.445484310388565,0.4374388754367828,1.0,1,['de'],"['ardo', 'marokko', 'erleben']"
2,04iHmri_iPk,DW News,Wiesbaden  - Three Travel Tips | Discover Germany,"['Wiesbaden', 'Wine Queen', 'Kurhaus Spa', 'Hessen', 'discover germany', 'dw', 'deutsche welle', 'Travel', 'Discover Germany']",2015-05-30T12:34:30Z,22286,168.0,9.0,,PT3M56S,hd,https://i.ytimg.com/vi/04iHmri_iPk/hqdefault.jpg,139.18130493164062,0.2530765533447265,0.4349335432052612,0.0,1,"['en', 'de']",['dw']
3,EThfllbvfgQ,Haus des Meeres Aqua Terra Zoo,Wer wird gewinnen? 🤿 #hausdesmeeres #wien #tictactoe #taucher,,2022-04-21T16:49:50Z,712051687,21449902.0,24794.0,,PT44S,hd,https://i.ytimg.com/vi/EThfllbvfgQ/hqdefault.jpg,19.39812660217285,0.4308077991008758,0.2240514457225799,0.0,0,"['de', 'nl']",[]
4,8OvoiKCKG-c,ARD Reisen,"Roadtrip durch Polen – Danzig, Marienburg und Hohe Tatra mit Sarazar | ARD Reisen","['polen', 'reise', 'reisen', 'polen reise', 'polen reisen', 'reisen polen', 'posen reise', 'reise nach polen', 'reise durch polen', 'urlaub in polen', 'poland', 'wdr reisen', 'wdr reise', 'essen in polen', 'polen reiseziele', 'camping polen', 'wdr reisen krakau', 'polen wohnmobil', 'wandern in polen', 'familiensuche in polen', 'polen reportage', 'alleine reisen', 'breslau polen', 'wdr polen', 'sightseeing polen', 'top 5 polen', 'Danzig', 'Hohe Tatra', 'Marienburg', 'Karpaten', 'Ostsee', 'Krakau', 'Sarazar', 'Roadtrip', 'Osteuropa', 'segeln polen']",2021-10-10T07:30:10Z,258336,5245.0,625.0,,PT29M21S,hd,https://i.ytimg.com/vi/8OvoiKCKG-c/hqdefault.jpg,33.25677490234375,0.2935910224914551,0.3794949948787689,1.0,1,['de'],"['ardo', 'tatra', 'bis', 'hohe', 'danzig', 'polen']"
5,XdEtY4LjXm4,DW Español,Heidelberg: tres sugerencias | Destino Alemania,"['viaje', 'turismo', 'viajar alemania', 'destino alemania', 'dw', 'deutsche welle', 'viajes', 'alemania', 'heidelberg', 'aula antigua', 'camino filosofos']",2015-10-10T17:18:08Z,45142,313.0,9.0,,PT4M15S,hd,https://i.ytimg.com/vi/XdEtY4LjXm4/hqdefault.jpg,263.7313232421875,0.2659847438335418,0.29701629281044,0.0,0,['es'],[]
6,n6yYTxnrO54,YourTravel.TV,Die neue Lufthansa Business Class als eigene Suite,,2023-03-01T10:54:16Z,131640,4531.0,32.0,,PT45S,hd,https://i.ytimg.com/vi/n6yYTxnrO54/hqdefault.jpg,14.890141487121582,0.2543272078037262,0.2735016345977783,0.0,0,['de'],[]
7,4LuA6eQkOJc,Tropicfeel,Shelter Backpack: The Limitless Travel Backpack,"['shelter', 'backpack', 'travel', 'trip', 'backpacking', 'indonesia', 'tropicfeel', 'tropic', 'feel', 'backpacks', '66l', '30l', 'versatile', 'indo', 'world', 'back', 'pack', 'daypack', 'waterproof', 'day', 'tropical']",2023-02-14T14:10:32Z,203302,330.0,28.0,,PT1M27S,hd,https://i.ytimg.com/vi/4LuA6eQkOJc/hqdefault.jpg,174.2372283935547,0.2528751492500305,0.3519813418388366,0.0,1,['en'],"['shelter', 'sogel', 'backpack']"
8,pD9mk0Y_pyo,Insider Food,What School Lunch Looks Like Around The World | Around The World | Food Insider,"['INSIDER', 'FOOD INSIDER', 'school lunch', 'school', 'lunch', 'around the world', 'global', 'cultural', 'education', 'food']",2021-02-11T17:00:32Z,5384683,88224.0,15816.0,,PT5M53S,hd,https://i.ytimg.com/vi/pD9mk0Y_pyo/hqdefault.jpg,214.29391479492188,0.3802907168865204,0.4131166040897369,0.0,1,['en'],"['south', 'korea', 'ethiopia', 'finland', 'england', 'food', 'around', 'the', 'world', 'insider']"
9,FcWPZo5md20,Disney Parks,Peyton Elizabeth Lee’s Family Vacation | Adventures by Disney,"['Peyton Elizabeth Lee', 'Disney Channel’s Andi Mack', 'Peyton Lee Visits China', 'Adventures by Disney', 'Adventures by Disney vacations', 'Vacation with Disney', 'Disney vacations', 'Disney family vacations', 'ABD', 'Disney Trips', 'Travel with Disney', 'Disney', 'Disney Adventures by Disney video', 'Disney Tours', 'Disney Guided Tours']",2018-09-10T14:53:48Z,32647,302.0,12.0,,PT1M1S,hd,https://i.ytimg.com/vi/FcWPZo5md20/hqdefault.jpg,37.81222152709961,0.2710334062576294,0.3248591125011444,1.0,0,['en'],[]
