Unnamed: 0,video_id,channelTitle,title,tags,publishedAt,viewCount,likeCount,commentCount,subscriberCount,duration,definition,thumbnail-url,hue,saturation,lightness,face_count,text_presence,lang,recognized_text
0,P5b2065l3To,Terra X History,Warum nichts ohne das andere existiert | Dirk Steffens | Ganze Folge Terra X,"['terra x', 'natur', 'geschichte', 'doku', 'Wüsten', 'Polarregionen', 'tropische Regenwälder', 'Lebenswelten', 'Verbindung', 'Wissenschaft', 'Zusammenhänge', 'Superorganismus', 'Planet', 'Erde', 'Folgen', 'Netzwerk', 'Globus', 'Dirk Steffens', 'Abhängigkeiten', 'Kleinstlebewesen', 'Sedimente', 'Passatwinde', 'Saharasand', 'ganze Folge', 'Doku', 'Atomsphäre', 'tektonische Veränderungen', 'globales Klima', 'Photosynthese', 'Wälder', 'Lebenselixier', 'Organsimen', 'Meeresgrund', 'Jahrmillionen alte Geschichte', 'Sauerstoff', 'Urzeit', 'wertvoller Dünger']",2021-11-14T09:00:08Z,967820,8446.0,488.0,,PT43M9S,hd,https://i.ytimg.com/vi/P5b2065l3To/hqdefault.jpg,3.0983073711395264,0.4131773114204407,0.3053740859031677,0.0,1,['de'],"['edf', 'alles', 'vernetzt', 'terra']"
1,Tkz2XkteTk4,Terra X Lesch & Co,Stratosphärenschirm gegen Klimawandel: Gute Idee? | Harald Lesch,"['terra x lesch & co.', 'terra x', 'harald lesch', 'smog', 'stratossphärenschirm', 'klimawandel', 'schutz', 'künstliche wolken', 'umwelt', 'erderwärmung', 'doku', 'zdf', '2019']",2019-09-18T13:00:12Z,239945,7431.0,1764.0,,PT9M40S,hd,https://i.ytimg.com/vi/Tkz2XkteTk4/hqdefault.jpg,35.988155364990234,0.2373913526535034,0.357290118932724,0.0,1,['de'],"['terra', 'scheco']"
2,AV5pF-4Kk7Y,Prasadtechintelugu,"Tech News 1879 || Realme 14 Pro Launch, POCO X7&X7 Pro, Prime Video, Youtube Clickbait Thumbnail Etc","['prasadtechintelugu', 'prasad', 'techtelugu', 'technews', 'Prasad tech in telugu']",2024-12-23T14:43:08Z,183925,14429.0,488.0,,PT8M18S,hd,https://i.ytimg.com/vi/AV5pF-4Kk7Y/hqdefault.jpg,239.9491271972656,0.3803395926952362,0.3036713004112243,0.0,1,['en'],"['tech', 'news', 'youlube', 'kaoao', 'smuggler', 'qia', 'ojejotr', 'ej', 'ojdajo', 'ajsjig']"
3,So3uITCJa5Q,Handyarzt,"iPhone Code vergessen & iPhone ist deaktiviert? iPhone wieder aktivieren, entsperren & zurücksetzen","['iphone code zu oft falsch eingegeben', 'iphone code zurücksetzen', 'iphone code vergessen', 'iphone code vergessen ohne pc', 'iphone deaktiviert mit itunes verbinden', 'iphone deaktiviert wieder aktivieren', 'iphone code umgehen', 'iphone code entsperren', 'iphone code vergessen ohne datenverlust', 'iphone deaktiviert was tun', 'iphone wieder aktivieren', 'iphone wiederherstellen', 'iphone wiederherstellungsmodus', 'iphone wiederherstellen windows', 'iphone daten retten', 'iphone daten sichern', 'ipad', 'ios15']",2021-12-26T16:00:12Z,562628,3654.0,327.0,,PT3M3S,hd,https://i.ytimg.com/vi/So3uITCJa5Q/hqdefault.jpg,5.9691572189331055,0.1571744084358215,0.3118935525417328,0.0,1,['de'],"['iphone', 'entsperren', 'daten', 'rettenl', 'mnooss', 'pooeen', 'deaktivien', 'ist', 'iphone']"
4,_uQpWC-z0T0,Terra X Lesch & Co,"So landen wir auf dem Mond – NASA Artemis, Space X Starship erklärt | Terra X Lesch & Co","['terra x lesch & co.', 'terra x', 'harald lesch', 'ZDF', 'Terra X', 'Lesch', 'Astrophysik', 'Physik', 'Naturwissenschaft', 'Artemis', 'NASA', 'Suzanna Randall', 'Mondmission', 'Apollo']",2022-03-28T12:33:45Z,224189,7050.0,1471.0,,PT16M11S,hd,https://i.ytimg.com/vi/_uQpWC-z0T0/hqdefault.jpg,21.516342163085938,0.2746813595294952,0.3478697836399078,1.0,1,"['de', 'en']","['zuruck', 'zum', 'pee', 'mondi', 'ninss', 'tesrra']"
5,fxm9NCe4anc,Free Documentary - Engineering,Inside Liebherr: Creating the Largest Mobile Cranes in the World | FD Engineering,"['free documentary', 'free documentary engineering', 'engineering', 'engineering documentary', 'tech', 'tech documentary', 'constructions', 'constructions documentary', 'technology documentary']",2024-12-22T14:00:53Z,328458,4943.0,214.0,,PT52M32S,hd,https://i.ytimg.com/vi/fxm9NCe4anc/hqdefault.jpg,353.1965637207031,0.2409061044454574,0.4223115146160126,0.0,1,['en'],"['full', 'documentary']"
6,k2kWZemG1WE,Terra X Lesch & Co,"Krypto, #Bitcoin & Co: Revolution oder Spekulation? – Leschs Kosmos [Ganze TV-Folge] | Harald Lesch","['terra x lesch & co.', 'terra x', 'harald lesch', 'ZDF', 'Terra X', 'Lesch', 'Astrophysik', 'Physik', 'Naturwissenschaft']",2022-12-28T14:00:20Z,1235214,20703.0,3099.0,,PT28M29S,hd,https://i.ytimg.com/vi/k2kWZemG1WE/hqdefault.jpg,2.254861831665039,0.3085040748119354,0.299063116312027,0.0,1,"['de', 'en']","['edf', 'reich', 'mit', 'kryptor', 'terra']"
7,qMqSG4EZbv8,Terra X Lesch & Co,Schocknachricht: Die Erde dreht sich langsamer! (Manchmal aber auch schneller...) 🌍 | Harald Lesch,"['terra x lesch & co.', 'terra x', 'harald lesch', 'ZDF', 'Terra X', 'Lesch', 'Astrophysik', 'Physik', 'Naturwissenschaft', 'Erdrotation', 'Drehung', 'Globus', 'Erde', 'Rotation', 'Tag', 'Taglänge', 'Nacht', 'Atomuhr', 'Schaltsekunde', 'PTB', 'Schalttag', 'Schaltjahr', 'Jahr', 'Zeit', 'Mond']",2022-07-06T13:30:13Z,696558,12797.0,1951.0,,PT19M5S,hd,https://i.ytimg.com/vi/qMqSG4EZbv8/hqdefault.jpg,342.6311950683594,0.3199453055858612,0.3500508368015289,1.0,1,['de'],"['edf', 'langsamty', 'zu', 'csa', 'terra']"
8,cgR57T9Lnao,CNET,Bose QuietComfort 45 headphones review: Time to ditch Sony?,"['CNET', 'Technology', 'News', 'Tech', 'Review', 'bose', 'qc45', 'bose qc 45', 'headphones', 'Bose headphones']",2021-10-03T12:00:16Z,889110,9769.0,755.0,,PT8M28S,hd,https://i.ytimg.com/vi/cgR57T9Lnao/hqdefault.jpg,333.0617370605469,0.1741970181465149,0.4794563353061676,0.0,0,['en'],[]
9,mLHZxztsK0Q,Best Buy,Using Smart Home Routines with Google - Tech Tips from Best Buy,"['Best Buy', 'best buy google', 'smart home best buy', 'best buy smart home', 'best buy smart house', 'smart house best buy', 'best buy tech tips', 'tech tips best buy', 'best buy google home']",2022-06-17T17:56:59Z,357092,2004.0,29.0,,PT4M5S,hd,https://i.ytimg.com/vi/mLHZxztsK0Q/hqdefault.jpg,318.5196533203125,0.3011401295661926,0.4919932186603546,1.0,1,['en'],"['smart', 'home', 'routines', 'with', 'google', 'tech', 'tips', 'best', 'but', 'buy']"
