Unnamed: 0,video_id,channelTitle,title,tags,publishedAt,viewCount,likeCount,commentCount,subscriberCount,duration,definition,thumbnail-url,hue,saturation,lightness,face_count,text_presence,lang,recognized_text
0,HS0N4WQXkPo,Bispo Bruno Leonardo,ORAÇÃO FORTÍSSIMA COM O SALMO 91,"['Oração', 'Oração da noite', 'bispo bruno Leonardo', 'Bispo bruno Leonardo oração da noite', 'Bispo bruno ao vivo', 'Bispo bruno ao vivo agora', 'oração de hoje', 'live Bispo bruno Leonardo', 'salmo 91', 'Salmo 91 bispo bruno Leonardo', 'bispo Bruno Leonardo ao vivo hoje', 'Salmo 23', 'salmo 23 bispo Bruno', 'Leonardo']",2024-12-21T20:58:07Z,1459548,483197.0,373765.0,,PT11M17S,hd,https://i.ytimg.com/vi/HS0N4WQXkPo/hqdefault.jpg,224.5045623779297,0.4387778043746948,0.2814601063728332,0.0,1,['pt'],"['oracao', 'da', 'noite', 'salmo', 'como']"
1,ugwezczQM-8,Focus on the Family,Standing Strong Against the Cancel Culture - Senator Josh Hawley,"['senator josh hawley', 'senator josh hawley youtube', 'josh hawley', 'josh hawley interview', 'senator josh hawley interview', 'standing strong against the cancel culture', 'senator josh hawley cancel culture', 'cancel culture', 'lovingly take a stand for biblical values', 'firmly take a stand for biblical values', 'taking a stand for biblical values', 'focus on the family', 'focus on the family broadcast youtube', 'focus on the family broadcast', 'focus on the family youtube', 'focus broadcast']",2021-02-04T10:00:17Z,545339,23823.0,2439.0,,PT25M21S,hd,https://i.ytimg.com/vi/ugwezczQM-8/hqdefault.jpg,268.32183837890625,0.2363091856241226,0.2622938454151153,1.0,1,['en'],"['strong', 'standing', 'against', 'the', 'cancel', 'culture', 'senator', 'josh', 'hawley', 'fcus', 'family', 'on', 'the', 'broadcast']"
2,vp8giEermfY,TEDx Talks,How I make machines see the 3D world | Daniel Cremers | TEDxTUM,"['AI', 'Algorithm', 'Computers', 'English', 'Math', 'TEDxTalks', 'Technology', 'Vision']",2021-12-02T21:52:58Z,11655,393.0,19.0,,PT15M29S,hd,https://i.ytimg.com/vi/vp8giEermfY/hqdefault.jpg,337.82623291015625,0.3233300447463989,0.0898293927311897,0.0,0,"['en', 'nl']",[]
3,FgvOQ2V9cps,Focus on the Family,A Pregnant Mother's Reaction to a Wrong Diagnosis | Seize This Pro-Life Moment™,"['focus on the family', 'seize this pro-life moment', 'deformed baby', 'pro-life', 'no matter what', 'baby born with', 'deformed child', 'congenital disability', 'babies born with disabilities', 'how are babies born with disabilities', 'unexpected birth defects', 'baby has', 'dealing with birth defects', 'baby born with disability', 'congenital defects', 'deformed fetus', 'deformed newborn babies', 'pro-life without exception', 'can you be born with']",2022-05-17T00:00:18Z,189411,211.0,23.0,,PT3M58S,hd,https://i.ytimg.com/vi/FgvOQ2V9cps/hqdefault.jpg,1.2720783948898315,0.0143745234236121,0.3138755857944488,1.0,1,['en'],"['no', 'matter', 'what']"
5,8J4bW9EA3cg,Hope TV Deutsch,So stärkst du dein Immunsystem | Kleine Kräuterkunde,"['hopetv', 'hopechannel', 'Kleine Kräuterkunde', 'Ruth Pfennighaus', 'Kräuterkunde', 'Naturdoku', 'Heilkräuter', 'Kräutergarten', 'Kräuter', 'Ganzheitliche Gesundheit', 'christliche Naturdoku', 'Gabi Pratz', 'Natur und Glaube', 'Hope Media', 'Hope TV', 'Heilpflanzen', 'gartenkräuter', 'kräuterfrau', 'immunsystem', 'immunstark']",2022-05-23T15:01:06Z,40682,2031.0,46.0,,PT14M47S,hd,https://i.ytimg.com/vi/8J4bW9EA3cg/hqdefault.jpg,104.06851196289062,0.4399489462375641,0.268838107585907,0.0,1,['de'],"['hoogl', 'kkire', 'krauterkunde', 'immunsystem', 'starken']"
6,sKFV2Olp3cw,Hayat,Ek feat Hayat - Von Wedding bis nach Tempelhof ( OFFICIAL VIDEO),"['Ek', 'EKzellent', 'Hayat', 'Matondo', 'Von', 'Wedding', 'bis', 'nach', 'Tempelhof', '42', '65', 'Moviekit']",2015-05-31T16:04:03Z,244261,4051.0,259.0,,PT2M36S,hd,https://i.ytimg.com/vi/sKFV2Olp3cw/hqdefault.jpg,310.1840209960937,0.130238264799118,0.2655498683452606,0.0,0,['en'],[]
7,4XP_K4wLzBg,stern TV,Patricia Kelly und Gregor Gysi im Talk - Knochenjob Kinderkrankenschwester | stern TV,"['stern tv patricia kelly', 'patricia kelly stern tv', 'stern tv pflegenotstand', 'stern tv kelly', 'stern tv knochenjob', 'stern TV', 'sternTV', 'Reportage', 'Doku', 'Dokumentation', 'Fernsehen', 'Deutsch', 'kelly family', 'Patricia Kelly', 'Talk', 'Knochenjob', 'Kinderkrankenschwester', 'gregor gysi', 'gysi', 'kelly', 'pflegenotstand', 'Talkshow', 'Interview', 'patricia kelly', 'the kelly family', 'steffen hallaschka', 'ross antony']",2018-08-16T05:49:42Z,19791,259.0,37.0,,PT9M3S,hd,https://i.ytimg.com/vi/4XP_K4wLzBg/hqdefault.jpg,246.68019104003903,0.4405493140220642,0.3252087533473968,1.0,0,['de'],[]
8,89WTEk4zwRU,Stand Together,How Do You Transform the Justice System? By Listening.,,2022-03-31T21:00:07Z,235769,55.0,9.0,,PT6M42S,hd,https://i.ytimg.com/vi/89WTEk4zwRU/hqdefault.jpg,355.1005859375,0.4224599301815033,0.2329862713813781,1.0,1,['en'],"['america', 'has', 'ofthe', 'worlds', 'prisoners', 'stand', 'together']"
9,7s2tjV8lWZU,DW Español,Los paramédicos ucranianos llegan hasta el frente para evacuar a soldados heridos,"['Ucrania', 'guerra', 'trincheras', 'paramédicos', 'frente', 'bombardeos']",2023-01-03T13:13:17Z,47066,928.0,187.0,,PT3M37S,hd,https://i.ytimg.com/vi/7s2tjV8lWZU/hqdefault.jpg,356.2266540527344,0.1154604330658912,0.3271398842334747,0.0,1,['es'],"['dw', 'kpoxa', 'salvando', 'vidas', 'el', 'frente', 'en']"
10,Q57J5SdwP78,Joel Osteen,Stay Positive Toward Yourself | Joel Osteen,"['Joel Osteen', 'Faith', 'Lakewood Church', 'Hope', 'Life', 'Dreams', 'Peace', 'Christian', 'Inspiration', 'Encouragement']",2021-05-10T12:00:08Z,3395742,76401.0,3995.0,,PT28M15S,hd,https://i.ytimg.com/vi/Q57J5SdwP78/hqdefault.jpg,18.61235237121582,0.4728270173072815,0.2512437105178833,0.0,1,['en'],"['joel', 'joel', 'osteen', 'stay', 'positive', 'toward', 'yourself']"
11,N9yUmduG820,Munson Healthcare,Symptoms of a Heart Attack | Munson Minutes,"['Munson', 'healthcare', 'care', 'hospital', 'northern', 'Michigan', 'heart', 'heart attack', 'heart attack symptoms', 'heart health', 'warning signs']",2022-02-08T21:03:57Z,348215,1037.0,86.0,,PT1M1S,hd,https://i.ytimg.com/vi/N9yUmduG820/hqdefault.jpg,6.321436405181885,0.2656923830509186,0.7088608741760254,0.0,1,['en'],"['heart', 'attack', 'symptoms', 'loe', 'lo', 'as', 'don', 'tr', 'el', 'oll', 'munson', 'minutes', 'munson', 'healthcare']"
12,NjwtneQ9cd8,Conservation International,What on Earth is Biodiversity?,,2020-09-24T17:30:03Z,141061,1031.0,42.0,,PT3M46S,hd,https://i.ytimg.com/vi/NjwtneQ9cd8/hqdefault.jpg,209.949447631836,0.403453379869461,0.2527978420257568,0.0,1,['en'],"['what', 'earth', 'is', 'biodiversityy', 'on']"
13,AlKxfMmsEac,ТАК НЕ БЫВАЕТ,"Бери свое наследство! - съязвил муж, положив жене в гроб завещание… Но не знал, что санитар морга…","['удивительные истории', 'удивительные истории из жизни', 'интересные истории из жизни', 'истории из жизни', 'истории на ночь', 'жизненные истории', 'интересные истории', 'поучительные истории', 'рассказ', 'истории любви', 'истории любви до слез', 'любовные истории', 'аудио рассказ', 'рассказы для сна', 'любовная история', 'рассказы', 'интересная история', 'новая история', 'новый рассказ', 'интересные рассказы слушать', 'новые истории', 'новый рассказ из жизни', 'слушать рассказ', 'интересный новый рассказ']",2024-12-23T21:08:42Z,183020,13274.0,227.0,,PT58M12S,hd,https://i.ytimg.com/vi/AlKxfMmsEac/hqdefault.jpg,331.2237854003906,0.2986247539520263,0.2614615261554718,0.0,1,['bg'],"['basmpan', 'cboe', 'hacieactbo', 'cbabbui', 'mykm', 'ojoxui', 'xehe', 'po6', 'nalky', 'babewahem', 'ho', 'oh', 'yto', 'he', 'bhaji', 'ckabku', 'aia', 'bypocibix', 'mopre', 'cahmtap', 'bjaet']"
