Unnamed: 0,video_id,channelTitle,title,tags,publishedAt,viewCount,likeCount,commentCount,subscriberCount,duration,definition,thumbnail-url,hue,saturation,lightness,face_count,text_presence,lang,recognized_text
0,vPz5TJCv2KQ,InsecthausTV (Insecthaus),Mantis and Scorpion,"['Mantis', 'insect', 'scorpion', 'insects', 'bug', 'bugs', 'nature', 'natgeo', 'adrian kozakiewicz', 'insecthaus', 'viral', 'video']",2017-02-02T18:10:05Z,304151,5842.0,213.0,,PT45S,hd,https://i.ytimg.com/vi/vPz5TJCv2KQ/hqdefault.jpg,262.7845764160156,0.1408242881298065,0.2277153134346008,0.0,0,['en'],[]
1,MyIgfxzCPz8,BBC Earth,Landmine-Sniffing Elephants | The Long Walk Home | BBC Earth,"['bbc documentary', 'bbc', 'bbcearth', 'bbc earth', 'elephants', 'elephant', 'kalahari elephants', 'elephant documentary', 'kalahari documentary', 'Elephant family', 'Elephant Highway', 'Mother Elephant', 'elephant families', 'Elephant Drinking', 'Ivory Trade', 'Landmines', 'Landmine Documentary', 'Elephant sense of smell', 'Angola', 'Angola Documentary', 'Angola Elephants']",2019-06-01T16:00:04Z,82445,1550.0,82.0,,PT3M26S,hd,https://i.ytimg.com/vi/MyIgfxzCPz8/hqdefault.jpg,226.3459930419922,0.38328617811203,0.2602879106998443,0.0,1,['en'],"['perigo', 'minas']"
2,QXWXI2ER9Ro,Serengeti-Park,„Wie reagieren Löwen wenn sie sich selbst im Spiegel sehen?“ Der Serengeti-Park zeigt es!,"['Serengeti-Park', 'Hodenhagen', 'Freizeitpark', 'Tierpark', 'Zoo', 'Löwen', 'Behavioral Enrichment', 'lions', 'animals', 'wild animals', 'wildlife', 'Serengeti', 'Safari']",2015-07-30T08:12:58Z,15355177,79024.0,4129.0,,PT5M52S,hd,https://i.ytimg.com/vi/QXWXI2ER9Ro/hqdefault.jpg,204.7585601806641,0.3870634734630584,0.2076867669820785,0.0,0,['de'],[]
3,A1cgUjRfyYQ,AaronsAnimals,When your cat thinks he’s Mufasa #ad See Mufasa: Lion King in theaters December 20!,,2024-12-19T14:00:16Z,1956539,93000.0,378.0,,PT40S,hd,https://i.ytimg.com/vi/A1cgUjRfyYQ/hqdefault.jpg,210.1320343017578,0.1155854165554046,0.2821773588657379,0.0,0,['en'],[]
4,765t1p9IycA,KeS Well,"Rescue a deer, and then #animalshorts #shortvideo #animalrescue",,2024-12-21T14:38:12Z,303513,18831.0,114.0,,PT1M,hd,https://i.ytimg.com/vi/765t1p9IycA/hqdefault.jpg,221.3185577392578,0.3145938217639923,0.2868125438690185,0.0,1,['en'],"['and', 'thenscoo']"
5,s1rFKsE1hto,wocomoWILDLIFE,Chantilly : les plus belles écuries du monde - Mes grandes écuries,"['musée vivant du cheval', 'Picardie', 'Musée du cheval', 'PLAY_CH', 'Haute École', 'chevaux de Chantilly', 'grandes écuries', 'équitation', 'Morgane Michot', 'Lussien Gruss', 'Séverine Aubert', 'Yves Bienaimé', 'cheval de trait', 'cheval', 'palefrenier', 'Jean-Louis Gouraud', 'cavalier', 'château de Chantilly', 'Musée Condé', 'PLAY_FR', 'Sophie Bienaimé', 'Nicole Garnier', 'Chevaux', 'Louis Henri de Bourbon', 'Elodie Jacquet', 'spectacle équestre', 'Benjamin Grain', 'cheval de selle', 'stalles', 'Sophie Justin', 'voltige', 'Oise']",2017-07-01T12:00:05Z,157773,1708.0,56.0,,PT49M11S,hd,https://i.ytimg.com/vi/s1rFKsE1hto/hqdefault.jpg,222.7622985839844,0.2563101649284363,0.4041365683078766,0.0,1,['fr'],['wil']
6,7ziD5dR3iDk,Nature Bites,Has David Attenborough Found a RECORD BREAKING Plant?! | Nature Bites,"['Kew Gardens exhibit', 'Kingdom of Plants series', 'amazing botany facts', 'beautiful plants', 'biodiversity exploration', 'botanical marvels', 'botanical wonders', 'botany exploration', 'fascinating flora', 'green world wonders', 'natural habitat exploration', 'nature discovery channel', 'plant kingdom exploration', 'plant reproduction', 'plant science', 'stunning plants', 'titan arum flower']",2022-02-09T17:30:01Z,352171,6061.0,305.0,,PT4M52S,hd,https://i.ytimg.com/vi/7ziD5dR3iDk/hqdefault.jpg,216.26007080078125,0.3703287839889526,0.2416612356901168,0.0,1,['en'],"['nature', 'bittes']"
7,_Z0HLgFyeR0,The Dodo,Random Cat Keeps Walking With Woman And Her Dogs | The Dodo,"['animal video', 'animals', 'the dodo', 'Animal Rescue', 'dodo', 'cute animals', 'pets', 'wildlife', 'pet videos', 'wildlife videos', 'animals the dodo', 'the dodo animals', 'rescuing animals']",2024-12-20T14:00:40Z,425348,5284.0,169.0,,PT1M44S,hd,https://i.ytimg.com/vi/_Z0HLgFyeR0/hqdefault.jpg,214.52813720703125,0.2413210421800613,0.3302946090698242,0.0,1,['en'],"['the', 'dodo']"
8,uMDrXHS1HDY,Animal Islands,"Monkey BobBob doing washing machine eat eggs ,fruit animals videos.","['five little monkeys', 'monkey', 'animal ht', 'bon bon', 'puppy', 'duckling', 'little monkey', 'baby monkey', 'cake', 'food', 'fruit', 'animal funny', 'monkey video', '#babymonkey', 'monkey baby', 'baby', 'Little Monkey Bon Bon doing shopping in cake store and eat fruit funny with the puppy', 'monkey videos', 'animals', 'monkeys', 'animal', '#ducks', 'बंदर', 'monyet', 'baby monkey bon bon', 'funny animal videos', 'ducks', 'funniest ducks', 'ducks in the cave', 'harvest fruit on the farm', 'Stolen Egg', 'Monkey doing washing machine', 'washing machine']",2021-11-24T11:28:51Z,1921678,5754.0,97.0,,PT4M,hd,https://i.ytimg.com/vi/uMDrXHS1HDY/hqdefault.jpg,277.547119140625,0.4434825778007507,0.4750474393367767,0.0,0,['en'],[]
9,MBZ1sKnI3HY,Insider Tech,Why Declawing Your Cat Is Actually Very Painful For Them,"['Tech Insider', 'TI', 'Tech', 'Science', 'Innovation', 'Digital culture', 'Cats', 'Declawing', 'Declawing Cat', 'Pets', 'Animal']",2017-01-05T15:00:02Z,352913,4583.0,1833.0,,PT2M3S,hd,https://i.ytimg.com/vi/MBZ1sKnI3HY/hqdefault.jpg,240.2097625732422,0.2811838686466217,0.3206829726696014,0.0,1,['en'],"['ti', 'declawing', 'cats', 'actually', 'horrible', 'is']"
